,cluster_uid,target,sources,n_sources,method,shortest_PPI_path_score_hippie,shortest_PPI_path_score_stringdb,shortest_PPI_path_score_biogrid,shared_PPI_partners_score_hippie,shared_PPI_partners_score_stringdb,shared_PPI_partners_score_biogrid,goa_similarity_lin,goa_similarity_resnik,goa_similarity_jc,grn_collectri_precision,grn_collectri_recall,grn_collectri_jaccard
30,dab7bc2e3b14,PER1,ATF3;BHLHE40;CEBPA;CREB5;DDIT3;EGR1;FOS;HHEX;JUN;MAFF;NFE2;NR4A1;NR4A2;RLF;RUNX3,15,exp03-coregnet,0.5746,0.69206,0.5619,12.04435,37.99685,9.78006,0.60326,1.98429,0.5226,0.4,0.23077,0.17143
31,10a59c863040,PRKACA,ARID3A;ATF3;ATF6;BCL6;CEBPA;CEBPD;CIC;CREB5;EGR1;HHEX;HLX;HTATIP2;JDP2;JUN;KLF13;KLF16;MEF2A;MLXIP;MNT;NFYC;NR4A1;PBX2;RARA;RUNX3;RXRB;SIRT6;SP1;SPI1;STAT5A;STAT5B;STAT6;TFEB;TRIM21;USF1;ZBTB18;ZBTB7B;ZGPAT;ZNF746;ZXDC,39,exp03-coregnet,0.50697,0.52564,0.50697,8.6632,17.6222,5.67812,0.57715,1.77806,0.50815,0.07692,0.06383,0.03614
32,25e20287841d,PSEN1,ATF3;ATF6;BHLHE40;CEBPD;CREB5;EOMES;HHEX;HTATIP2;IRF2;JUN;KLF13;MEF2A;NR4A2;SP1;STAT5B;TFEB;TRIM21;ZBTB18;ZBTB7B,19,exp03-coregnet,0.47515,0.55166,0.47368,7.02722,16.56335,4.04578,0.58317,1.83932,0.5153,0.10526,0.1,0.05405
33,59b210635668,PTEN,ATF3;ATF6;BACH1;BCL6;CEBPD;CREB5;ELF1;EOMES;EP300;ETS2;HBP1;IRF2;KLF7;LRRFIP1;MEF2A;RBPJ;RUNX3;SP1;STAT5B;ZBTB18;ZNF217;ZNF746,22,exp03-coregnet,0.50469,0.55123,0.51154,6.22968,18.29103,5.93988,0.62002,1.83375,0.56372,0.09091,0.03846,0.02778
34,dab23a58bed7,RASSF1,CTBP1;CXXC1;DMAP1;E4F1;EOMES;ETS1;GTF2F1;HDAC1;ID2;IRF3;LDB1;MBD1;MZF1;NFE2;NONO;NR4A2;PHF1;PPARD;PRDM1;RUNX3;SFPQ;SREBF2;SSRP1;STAT2;STAT4;TBX21;TCF7;TRIM28;UBTF;ZBTB17;ZBTB4;ZNF266;ZNF335,33,exp03-coregnet,0.48011,0.55871,0.47869,8.51405,15.51989,6.85446,0.52339,1.64282,0.44863,0.0303,0.05,0.01923
35,eb3ce0b076c4,RBL2,ATF3;BACH1;BCLAF1;CTNNB1;ELF1;EP300;FLI1;IKZF1;JUN;LRRFIP1;MAFF;NR3C1;NR4A1;VEZF1;ZBTB18;ZEB2;ZNF217,17,exp03-coregnet,0.55025,0.56618,0.55392,16.4782,23.81795,12.89634,0.58039,1.74277,0.51704,0.0,0.0,0.0
36,7ff5357a0dbe,RHOA,ARID3B;ARNT;ATF4;ATF6B;CIC;CREB3;CTBP1;CXXC1;DMAP1;E4F1;ELF4;ENO1;ETV6;EWSR1;GATA1;GTF2F1;HSF1;KDM2A;KDM5A;KLF1;KMT2B;LDB1;MBD1;MBD2;MECP2;MLX;NFE2L1;NONO;PBX2;PPARD;RXRB;SF1;SFPQ;SIRT6;SP2;STAT3;STAT5A;USF1;ZBTB17;ZBTB7A;ZGPAT;ZNF335,42,exp03-coregnet,0.51587,0.50407,0.52013,12.31858,8.35831,9.50654,0.50906,1.58823,0.43736,0.04762,0.09524,0.03279
37,127e9820fb3f,SOCS3,ARID5A;ATF3;ATF6;BACH1;BCL3;BCL6;BCLAF1;CEBPB;CEBPD;CREB5;CTNNB1;ELF1;ETS2;HHEX;HIF1A;IRF2;JUN;JUNB;KDM2A;KLF1;KLF13;KLF6;KLF7;LRRFIP1;MEF2A;MNT;NR4A1;STAT3;STAT5B;ZBTB18;ZBTB7B;ZEB2;ZNF217,33,exp03-coregnet,0.51768,0.57418,0.51957,9.42765,19.0787,6.75761,0.58192,1.83918,0.50591,0.12121,0.10811,0.06061
38,88975643fb45,SOD2,ATF3;ATF6;BACH1;BHLHE40;CEBPD;CREB5;EOMES;HHEX;HTATIP2;IRF2;JUN;MAFF;MEF2A;NR4A1;NR4A2;RARA;SP1;STAT5B;TBX21;TRIM21;ZBTB18;ZNF217,22,exp03-coregnet,0.49062,0.57359,0.48773,6.86477,20.77568,4.6994,0.59608,1.84995,0.52957,0.09091,0.05,0.03333
39,9e51cac08636,SPARC,ATF3;BACH1;BHLHE40;CEBPA;CEBPD;CREB5;EGR1;EOMES;HHEX;HTATIP2;JDP2;JUN;KLF13;MAFF;MEF2A;NFE2;NR4A1;NR4A2;RUNX3;TRIM21;ZBTB18;ZBTB7B,22,exp03-coregnet,0.49603,0.58369,0.49495,9.70371,19.37896,5.56172,0.59376,1.8483,0.52732,0.04545,0.04348,0.02273
