plot_tool,index,target,sources,method,value
CoRegTor,goa_similarity_jc,APOE,TSC22D4;THRA;UBXN1;YWHAE;ENO1,exp02_hypothalamus-coregtor-n_five,0.30789
CoRegTor,goa_similarity_jc,APP,NFE2L1;UBB;PRNP;RAD21;TPPP,exp02_hypothalamus-coregtor-n_five,0.25919
CoRegTor,goa_similarity_jc,CLU,RAB7A;UBXN1;ENO1;PKM;EWSR1;THRA,exp02_hypothalamus-coregtor-n_five,0.32637
CoRegTor,goa_similarity_jc,CRYAB,TSC22D4;CENPB;UBXN1;ATF4;FEZ1;ENO1,exp02_hypothalamus-coregtor-n_five,0.2908
CoRegTor,goa_similarity_jc,DUSP1,FOS;JUNB;SNRNP70,exp02_hypothalamus-coregtor-n_five,0.36206
CoRegTor,goa_similarity_jc,GADD45B,JUN;JUNB;ENO1;TAGLN2;ATF4;CSNK2B,exp02_hypothalamus-coregtor-n_five,0.35133
CoRegTor,goa_similarity_jc,GSTP1,DRAP1;CSNK2B;PHF1;ENO1;PRDX5,exp02_hypothalamus-coregtor-n_five,0.33096
CoRegTor,goa_similarity_jc,HLA-DRB1,HNRNPA1;RPS4X;TAGLN2;ATF4;RPL6,exp02_hypothalamus-coregtor-n_five,0.35044
CoRegTor,goa_similarity_jc,HLA-E,TAGLN2;RPS4X;HNRNPA1;UBXN1;ATF4,exp02_hypothalamus-coregtor-n_five,0.28712
CoRegTor,goa_similarity_jc,HSP90AA1,UBB;HSPA5;CANX;RAN;NUCB1,exp02_hypothalamus-coregtor-n_five,0.32966
CoRegTor,goa_similarity_jc,HSPA1A,JUN;FOS,exp02_hypothalamus-coregtor-n_five,0.54652
CoRegTor,goa_similarity_jc,ID3,TAGLN2;ENO1,exp02_hypothalamus-coregtor-n_five,0.31537
CoRegTor,goa_similarity_jc,MAT2A,RAB7A;EWSR1;HNRNPA1;CANX;RAD21,exp02_hypothalamus-coregtor-n_five,0.28278
CoRegTor,goa_similarity_jc,SPARC,EWSR1;RAB7A;SRP9;ENO1;YWHAE,exp02_hypothalamus-coregtor-n_five,0.29992
CoRegTor,goa_similarity_jc,STMN1,NFE2L1;RAD21;SOD1;GOT1;YWHAE;UBB;YWHAZ,exp02_hypothalamus-coregtor-n_five,0.27947
CoRegTor,goa_similarity_jc,SUMO1,SOD1;YWHAZ;RAN;PRNP;SRP9,exp02_hypothalamus-coregtor-n_five,0.26455
CoRegTor,goa_similarity_jc,TIMP3,RAB7A;PKM;YWHAE;EWSR1;ENO1;CSNK2B,exp02_hypothalamus-coregtor-n_five,0.34497
CoRegTor,goa_similarity_jc,TKT,NUCB1;STUB1;RAB7A;ZMAT2;SOD1;YWHAE,exp02_hypothalamus-coregtor-n_five,0.24833
CoRegTor,goa_similarity_jc,TXN,SOD1;RPL6;TPI1;CSNK2B;DRAP1;RAN,exp02_hypothalamus-coregtor-n_five,0.27751
CoRegTor,goa_similarity_jc,VIM,RPL6;HNRNPA1;TAGLN2;ATF4;CLK1;HSPA5,exp02_hypothalamus-coregtor-n_five,0.29122
CoRegNet,goa_similarity_jc,ACTB,ATF4;CANX;CLK1;DRAP1;DUSP26;ENO1;EWSR1;FEZ1;FOS;GOT1;HSPA5;JUN;JUNB;JUND;NFE2L1;NPDC1;NUCB1;PHF1;PKM;PRDX5;PRNP;RAB7A;RAD21;RAN;SCAND1;SNRNP70;SOD1;SRP9;STUB1;TAGLN2;TCEAL2;TCEAL6;THRA;TPI1;TPPP;UBB;YWHAZ;ZMAT2,exp02-coregnet,0.30004
CoRegNet,goa_similarity_jc,APOE,DUSP26;ENO1;FOS;GOT1;HSPA5;JUN;JUNB;JUND;PRNP;RAN;TCEAL2;TCEAL6;TPI1;YWHAZ,exp02-coregnet,0.33142
CoRegNet,goa_similarity_jc,APP,CANX;CLK1;DRAP1;DUSP26;ENO1;EWSR1;FEZ1;FOS;GOT1;HSPA5;JUN;JUNB;NFE2L1;NPDC1;NUCB1;PHF1;PKM;PRDX5;PRNP;RAB7A;RAD21;RAN;SCAND1;SNRNP70;SOD1;SRP9;STUB1;TCEAL2;TCEAL6;THRA;TPI1;TPPP;UBB;YWHAZ;ZMAT2,exp02-coregnet,0.30142
CoRegNet,goa_similarity_jc,CLU,ATF4;CANX;DUSP26;ENO1;EWSR1;FOS;GOT1;HSPA5;JUN;JUNB;JUND;NFE2L1;NPDC1;NUCB1;PHF1;PKM;PRDX5;PRNP;RAB7A;RAN;SCAND1;SOD1;SRP9;STUB1;TAGLN2;TCEAL2;TCEAL6;THRA;TPI1;TPPP;UBB;YWHAZ;ZMAT2,exp02-coregnet,0.30764
CoRegNet,goa_similarity_jc,CRYAB,FEZ1;FOS;JUN,exp02-coregnet,0.31153
CoRegNet,goa_similarity_jc,DUSP1,FOS;JUN;JUNB,exp02-coregnet,0.57483
CoRegNet,goa_similarity_jc,GADD45B,FOS;HSPA5;JUN;JUNB,exp02-coregnet,0.41892
CoRegNet,goa_similarity_jc,GSTP1,ATF4;CANX;CLK1;DRAP1;DUSP26;ENO1;EWSR1;FEZ1;FOS;GOT1;HSPA5;JUN;JUNB;JUND;NFE2L1;NPDC1;NUCB1;PHF1;PKM;PRDX5;PRNP;RAB7A;RAD21;RAN;SCAND1;SNRNP70;SOD1;SRP9;STUB1;TAGLN2;TCEAL2;TCEAL6;THRA;TPI1;TPPP;UBB;YWHAZ;ZMAT2,exp02-coregnet,0.30004
CoRegNet,goa_similarity_jc,HLA-DRB1,DUSP26;FOS;GOT1;HSPA5;JUN;JUNB;PRNP;RAN;TCEAL6;YWHAZ,exp02-coregnet,0.30742
CoRegNet,goa_similarity_jc,HLA-E,FOS;GOT1;HSPA5;JUN;JUNB;NUCB1;TAGLN2,exp02-coregnet,0.29864
CoRegNet,goa_similarity_jc,HSP90AA1,ATF4;CANX;CLK1;DRAP1;DUSP26;ENO1;EWSR1;FOS;GOT1;HSPA5;JUN;JUNB;JUND;NFE2L1;NPDC1;NUCB1;PHF1;PKM;PRDX5;PRNP;RAB7A;RAD21;RAN;SCAND1;SOD1;SRP9;STUB1;TCEAL2;TCEAL6;THRA;TPI1;TPPP;UBB;YWHAZ;ZMAT2,exp02-coregnet,0.30806
CoRegNet,goa_similarity_jc,HSPA1A,FOS;HSPA5;JUN;JUNB,exp02-coregnet,0.41892
