"Regulator","Target"
"KLF13","OGA"
"KLF13","FASN"
"KLF13","BCL2L1"
"KLF13","PRKACA"
"KLF13","NFKBIA"
"STAT3","SOD2"
"STAT3","CLU"
"STAT3","PER1"
"STAT3","HSPA4"
"STAT3","NDRG1"
"STAT3","PCNA"
"STAT3","MAT2A"
"STAT3","HLA-E"
"STAT3","FN1"
"STAT3","MCL1"
"STAT3","ACTB"
"STAT3","TIMP1"
"STAT3","VIM"
"STAT3","SQSTM1"
"STAT3","CRYAB"
"STAT3","PDK4"
"STAT3","TKT"
"STAT3","HSP90AA1"
"STAT3","OGA"
"STAT3","BCL2L1"
"STAT3","PRKACA"
"STAT3","NFKBIA"
"SMARCA1","SOD2"
"SMARCA1","CLU"
"SMARCA1","TXN"
"SMARCA1","HSPA4"
"SMARCA1","PCNA"
"SMARCA1","MAT2A"
"SMARCA1","MCL1"
"SMARCA1","ACTB"
"SMARCA1","TIMP1"
"SMARCA1","VIM"
"SMARCA1","SQSTM1"
"SMARCA1","APP"
"SMARCA1","SUMO1"
"SMARCA1","TKT"
"SMARCA1","HSP90AA1"
"SMARCA1","OGA"
"SMARCA1","BCL2L1"
"SMARCA1","PRKACA"
"SMARCA1","NFKBIA"
"BHLHE40","SOD2"
"BHLHE40","CLU"
"BHLHE40","PER1"
"BHLHE40","APOE"
"BHLHE40","HSPA4"
"BHLHE40","PCNA"
"BHLHE40","MAT2A"
"BHLHE40","HLA-E"
"BHLHE40","MCL1"
"BHLHE40","TIMP1"
"BHLHE40","VIM"
"BHLHE40","SQSTM1"
"BHLHE40","TKT"
"BHLHE40","HSP90AA1"
"BHLHE40","OGA"
"BHLHE40","FASN"
"BHLHE40","BCL2L1"
"BHLHE40","PRKACA"
"BHLHE40","NFKBIA"
"NCOA1","SOD2"
"NCOA1","CLU"
"NCOA1","TXN"
"NCOA1","HSPA4"
"NCOA1","PCNA"
"NCOA1","MAT2A"
"NCOA1","MCL1"
"NCOA1","ACTB"
"NCOA1","VIM"
"NCOA1","SQSTM1"
"NCOA1","APP"
"NCOA1","SUMO1"
"NCOA1","TKT"
"NCOA1","OGA"
"NCOA1","FASN"
"NCOA1","BCL2L1"
"NCOA1","PRKACA"
"NCOA1","NFKBIA"
"EWSR1","SOD2"
"EWSR1","TXN"
"EWSR1","HSPA4"
"EWSR1","PCNA"
"EWSR1","MAT2A"
"EWSR1","MCL1"
"EWSR1","ACTB"
"EWSR1","SQSTM1"
"EWSR1","APP"
"EWSR1","SUMO1"
"EWSR1","TKT"
"EWSR1","HSP90AA1"
"EWSR1","OGA"
"EWSR1","FASN"
"EWSR1","BCL2L1"
"EWSR1","PRKACA"
"EWSR1","NFKBIA"
"ETS2","SOD2"
"ETS2","PER1"
"ETS2","HSPA4"
"ETS2","NDRG1"
"ETS2","MAT2A"
"ETS2","HLA-E"
"ETS2","TAGLN"
"ETS2","FN1"
"ETS2","MCL1"
"ETS2","ACTB"
"ETS2","TIMP1"
"ETS2","VIM"
"ETS2","SQSTM1"
"ETS2","APP"
"ETS2","TKT"
"ETS2","HSP90AA1"
"ETS2","ID3"
"ETS2","FASN"
"ETS2","BCL2L1"
"ETS2","NFKBIA"
"ATF4","SOD2"
"ATF4","CLU"
"ATF4","TXN"
"ATF4","HSPA4"
"ATF4","NDRG1"
"ATF4","PCNA"
"ATF4","MAT2A"
"ATF4","HLA-E"
"ATF4","FN1"
"ATF4","MCL1"
"ATF4","ACTB"
"ATF4","TIMP1"
"ATF4","VIM"
"ATF4","SQSTM1"
"ATF4","CRYAB"
"ATF4","APP"
"ATF4","SUMO1"
"ATF4","TKT"
"ATF4","HSP90AA1"
"ATF4","OGA"
"ATF4","FASN"
"ATF4","BCL2L1"
"ATF4","PRKACA"
"ATF4","NFKBIA"
"MAZ","SOD2"
"MAZ","TXN"
"MAZ","HSPA4"
"MAZ","NDRG1"
"MAZ","PCNA"
"MAZ","MAT2A"
"MAZ","FN1"
"MAZ","MCL1"
"MAZ","ACTB"
"MAZ","SQSTM1"
"MAZ","APP"
"MAZ","SUMO1"
"MAZ","TKT"
"MAZ","HSP90AA1"
"MAZ","STMN1"
"MAZ","OGA"
"MAZ","FASN"
"MAZ","BCL2L1"
"MAZ","PRKACA"
"CREBL2","SOD2"
"CREBL2","TXN"
"CREBL2","HSPA4"
"CREBL2","PCNA"
"CREBL2","ACTB"
"CREBL2","VIM"
"CREBL2","SQSTM1"
"CREBL2","APP"
"CREBL2","SUMO1"
"CREBL2","TKT"
"CREBL2","HSP90AA1"
"CREBL2","STMN1"
"CREBL2","OGA"
"CREBL2","FASN"
"CREBL2","BCL2L1"
"CREBL2","PRKACA"
"CEBPG","SOD2"
"CEBPG","TXN"
"CEBPG","HSPA4"
"CEBPG","NDRG1"
"CEBPG","PCNA"
"CEBPG","MAT2A"
"CEBPG","MCL1"
"CEBPG","ACTB"
"CEBPG","TIMP1"
"CEBPG","VIM"
"CEBPG","SQSTM1"
"CEBPG","APP"
"CEBPG","SUMO1"
"CEBPG","TKT"
"CEBPG","HSP90AA1"
"CEBPG","OGA"
"CEBPG","FASN"
"CEBPG","BCL2L1"
"CEBPG","PRKACA"
"CEBPG","NFKBIA"
"SND1","SOD2"
"SND1","TXN"
"SND1","HSPA4"
"SND1","PCNA"
"SND1","MAT2A"
"SND1","MCL1"
"SND1","ACTB"
"SND1","VIM"
"SND1","SQSTM1"
"SND1","APP"
"SND1","SUMO1"
"SND1","TKT"
"SND1","HSP90AA1"
"SND1","OGA"
"SND1","FASN"
"SND1","BCL2L1"
"SND1","PRKACA"
"SND1","NFKBIA"
"ENO1","SOD2"
"ENO1","CLU"
"ENO1","TXN"
"ENO1","APOE"
"ENO1","HSPA4"
"ENO1","PCNA"
"ENO1","MAT2A"
"ENO1","MCL1"
"ENO1","ACTB"
"ENO1","TIMP1"
"ENO1","VIM"
"ENO1","SQSTM1"
"ENO1","PDK4"
"ENO1","APP"
"ENO1","SUMO1"
"ENO1","TKT"
"ENO1","HSP90AA1"
"ENO1","OGA"
"ENO1","FASN"
"ENO1","BCL2L1"
"ENO1","PRKACA"
"ENO1","NFKBIA"
"CIC","SOD2"
"CIC","TXN"
"CIC","HSPA4"
"CIC","PCNA"
"CIC","MAT2A"
"CIC","MCL1"
"CIC","ACTB"
"CIC","VIM"
"CIC","SQSTM1"
"CIC","APP"
"CIC","SUMO1"
"CIC","TKT"
"CIC","HSP90AA1"
"CIC","OGA"
"CIC","FASN"
"CIC","BCL2L1"
"CIC","PRKACA"
"CIC","NFKBIA"
"ERF","SOD2"
"ERF","PER1"
"ERF","HSPA4"
"ERF","NDRG1"
"ERF","PCNA"
"ERF","MAT2A"
"ERF","HLA-E"
"ERF","TAGLN"
"ERF","FN1"
"ERF","MCL1"
"ERF","ACTB"
"ERF","TIMP1"
"ERF","VIM"
"ERF","SQSTM1"
"ERF","CRYAB"
"ERF","APP"
"ERF","TKT"
"ERF","HSP90AA1"
"ERF","OGA"
"ERF","FASN"
"ERF","BCL2L1"
"ERF","PRKACA"
"ERF","NFKBIA"
"THRA","SOD2"
"THRA","TXN"
"THRA","HSPA4"
"THRA","PCNA"
"THRA","MAT2A"
"THRA","MCL1"
"THRA","ACTB"
"THRA","VIM"
"THRA","SQSTM1"
"THRA","APP"
"THRA","SUMO1"
"THRA","TKT"
"THRA","STMN1"
"THRA","OGA"
"THRA","FASN"
"THRA","BCL2L1"
"THRA","PRKACA"
"MAFG","SOD2"
"MAFG","TXN"
"MAFG","HSPA4"
"MAFG","PCNA"
"MAFG","MAT2A"
"MAFG","MCL1"
"MAFG","ACTB"
"MAFG","VIM"
"MAFG","SQSTM1"
"MAFG","APP"
"MAFG","SUMO1"
"MAFG","TKT"
"MAFG","HSP90AA1"
"MAFG","STMN1"
"MAFG","OGA"
"MAFG","FASN"
"MAFG","BCL2L1"
"MAFG","PRKACA"
"MAFG","NFKBIA"
"ARNT2","SOD2"
"ARNT2","TXN"
"ARNT2","HSPA4"
"ARNT2","PCNA"
"ARNT2","MAT2A"
"ARNT2","MCL1"
"ARNT2","ACTB"
"ARNT2","SQSTM1"
"ARNT2","APP"
"ARNT2","SUMO1"
"ARNT2","TKT"
"ARNT2","OGA"
"ARNT2","FASN"
"ARNT2","BCL2L1"
"ARNT2","PRKACA"
"ARNT2","NFKBIA"
"TFE3","SOD2"
"TFE3","CLU"
"TFE3","TXN"
"TFE3","HSPA4"
"TFE3","NDRG1"
"TFE3","PCNA"
"TFE3","MAT2A"
"TFE3","HLA-E"
"TFE3","FN1"
"TFE3","MCL1"
"TFE3","ACTB"
"TFE3","TIMP1"
"TFE3","VIM"
"TFE3","SQSTM1"
"TFE3","CRYAB"
"TFE3","PDK4"
"TFE3","APP"
"TFE3","SUMO1"
"TFE3","TKT"
"TFE3","HSP90AA1"
"TFE3","OGA"
"TFE3","FASN"
"TFE3","BCL2L1"
"TFE3","PRKACA"
"TFE3","NFKBIA"
"APEX1","SOD2"
"APEX1","CLU"
"APEX1","TXN"
"APEX1","HSPA4"
"APEX1","PCNA"
"APEX1","MAT2A"
"APEX1","MCL1"
"APEX1","ACTB"
"APEX1","VIM"
"APEX1","SQSTM1"
"APEX1","APP"
"APEX1","SUMO1"
"APEX1","TKT"
"APEX1","HSP90AA1"
"APEX1","STMN1"
"APEX1","OGA"
"APEX1","FASN"
"APEX1","BCL2L1"
"APEX1","PRKACA"
"APEX1","NFKBIA"
"JUND","SOD2"
"JUND","TXN"
"JUND","PER1"
"JUND","HSPA4"
"JUND","NDRG1"
"JUND","PCNA"
"JUND","MAT2A"
"JUND","HLA-E"
"JUND","MCL1"
"JUND","ACTB"
"JUND","TIMP1"
"JUND","VIM"
"JUND","SQSTM1"
"JUND","CRYAB"
"JUND","APP"
"JUND","SUMO1"
"JUND","TKT"
